game,agent_a,agent_b,player1,player2,result,score_for_a,plies
6088,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6089,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,84
6090,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,88
6091,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,84
6092,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,84
6093,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,94
6094,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,90
6095,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,86
6096,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,87
6097,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,98
6098,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p1_win,1.0,87
6099,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,89
6100,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,98
6101,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6102,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,94
6103,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,94
6104,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,100
6105,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6106,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6107,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,96
6108,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6109,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,95
6110,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,100
6111,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,95
6112,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,98
6113,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6114,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6115,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6116,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,100
6117,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,91
6118,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,draw,0.5,100
6119,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6120,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,97
6121,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,100
6122,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
