cycle,cycle_time_s,selfplay_time_s,train_time_s,cumulative_time_s,p1_wins,p2_wins,draws,mean_game_length,min_game_length,max_game_length,mean_walls_placed,mean_policy_entropy,value_accuracy,loss_total,loss_policy,loss_value,holdout_loss_total,holdout_loss_policy,holdout_loss_value,train_steps,cumulative_train_steps,lr,boardsize,walls_per_player,games_per_cycle,mcts_sims,mcts_sims_fast,fast_play_prob,fast_kl_threshold,temp_threshold,c_puct,dirichlet_alpha,dirichlet_epsilon,dist_bonus_weight_max,fpu_reduction,random_wall_plies,random_wall_fraction,buffer_cycles,batch_size,train_positions_per_cycle,buffer_recency_decay,learning_rate,weight_decay,value_loss_weight,lr_milestones,lr_decay,filters,num_residual,gpool_every,num_workers,value_head,pawn_head
2,2314.2,2234.2,80.0,2314.2,,,,,,,,,0.8618,1.223382,0.939716,0.283665,,,,1000,1000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
3,430.7,350.7,80.0,2744.9,,,,,,,,,0.8729,2.185558,1.876295,0.309262,,,,1000,2000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
4,316.8,268.6,48.2,3061.7,,,,,,,,,0.8904,2.167569,1.895173,0.272396,,,,1000,3000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
5,388.8,339.5,49.3,3450.5,,,,,,,,,0.8826,2.235539,1.944817,0.290721,,,,1000,4000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
6,545.1,494.7,50.4,3995.6,,,,,,,,,0.8726,2.252350,1.935445,0.316905,,,,1000,5000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
7,510.9,453.9,57.0,4506.5,,,,,,,,,0.8642,2.217789,1.877288,0.340501,,,,1000,6000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
8,428.5,367.6,60.9,4935.0,,,,,,,,,0.8578,2.186795,1.829850,0.356945,,,,1000,7000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
9,363.2,300.7,62.5,5298.2,,,,,,,,,0.8469,2.136468,1.759712,0.376756,,,,1000,8000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
10,416.8,360.4,56.4,5715.0,,,,,,,,,0.8379,2.098980,1.704495,0.394485,,,,1000,9000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
11,313.7,255.6,58.1,6028.7,,,,,,,,,0.8273,2.076800,1.659127,0.417672,,,,1000,10000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
12,330.9,271.6,59.3,6359.6,,,,,,,,,0.8218,2.046989,1.618832,0.428158,,,,1000,11000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
13,353.5,292.3,61.2,6713.1,,,,,,,,,0.8160,2.039846,1.597746,0.442100,,,,1000,12000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
14,321.0,258.4,62.6,7034.1,,,,,,,,,0.8125,2.029145,1.578521,0.450624,,,,1000,13000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
15,346.1,282.0,64.1,7380.2,,,,,,,,,0.8083,2.021668,1.562870,0.458798,,,,1000,14000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
16,338.3,272.7,65.6,7718.5,,,,,,,,,0.8067,2.016033,1.550486,0.465547,,,,1000,15000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
17,341.7,275.0,66.7,8060.2,,,,,,,,,0.8026,2.016842,1.544771,0.472071,,,,1000,16000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
18,345.8,277.6,68.2,8406.0,,,,,,,,,0.8016,2.004645,1.529110,0.475535,,,,1000,17000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
19,320.9,251.3,69.6,8726.9,,,,,,,,,0.7989,2.003089,1.520140,0.482950,,,,1000,18000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
20,337.7,265.8,71.9,9064.6,,,,,,,,,0.7959,2.003643,1.515737,0.487906,,,,1000,19000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
21,338.4,265.7,72.7,9403.0,,,,,,,,,0.7949,1.998464,1.506580,0.491885,,,,1000,20000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
22,310.9,236.0,74.9,9713.9,,,,,,,,,0.7927,1.996916,1.499891,0.497025,,,,1000,21000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
23,334.1,258.2,75.9,10048.0,,,,,,,,,0.7908,1.987567,1.486897,0.500670,,,,1000,22000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
24,338.2,260.8,77.4,10386.2,,,,,,,,,0.7898,1.987746,1.483988,0.503758,,,,1000,23000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
25,363.3,284.3,79.0,10749.5,,,,,,,,,0.7879,1.989261,1.480760,0.508501,,,,1000,24000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
26,360.5,280.2,80.3,11110.0,,,,,,,,,0.7869,1.982933,1.471987,0.510946,,,,1000,25000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
27,355.1,273.2,81.9,11465.1,,,,,,,,,0.7852,1.978324,1.463276,0.515048,,,,1000,26000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
28,353.8,269.5,84.3,11818.9,,,,,,,,,0.7833,1.978461,1.459710,0.518751,,,,1000,27000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
29,373.9,288.4,85.5,12192.8,,,,,,,,,0.7835,1.973833,1.454829,0.519004,,,,1000,28000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
30,331.4,244.4,87.0,12524.2,,,,,,,,,0.7826,1.968514,1.448320,0.520194,,,,1000,29000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
31,354.3,265.6,88.7,12878.5,,,,,,,,,0.7785,1.973049,1.445367,0.527681,,,,1000,30000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
32,350.1,261.1,89.0,13228.6,,,,,,,,,0.7748,1.985536,1.449234,0.536302,,,,1000,31000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
33,348.3,259.7,88.6,13576.9,,,,,,,,,0.7697,1.961276,1.413192,0.548084,,,,1000,32000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
34,333.1,243.9,89.2,13910.0,,,,,,,,,0.7655,1.951636,1.396243,0.555393,,,,1000,33000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
35,346.8,256.5,90.3,14256.8,,,,,,,,,0.7632,1.942311,1.382853,0.559458,,,,1000,34000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
36,343.4,253.1,90.3,14600.2,,,,,,,,,0.7609,1.936470,1.373827,0.562643,,,,1000,35000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
37,343.2,252.9,90.3,14943.4,,,,,,,,,0.7591,1.929975,1.363323,0.566652,,,,1000,36000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
38,345.5,255.1,90.4,15288.9,,,,,,,,,0.7562,1.929805,1.358733,0.571072,,,,1000,37000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
39,344.3,254.0,90.3,15633.2,,,,,,,,,0.7559,1.929198,1.357323,0.571875,,,,1000,38000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
40,338.3,247.9,90.4,15971.5,,,,,,,,,0.7571,1.922372,1.354025,0.568347,,,,1000,39000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
41,337.4,247.2,90.2,16308.9,,,,,,,,,0.7570,1.922924,1.355406,0.567518,,,,1000,40000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
42,373.0,282.9,90.1,16681.9,,,,,,,,,0.7575,1.920062,1.354698,0.565364,,,,1000,41000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
43,359.8,269.6,90.2,17041.7,,,,,,,,,0.7588,1.921280,1.357903,0.563377,,,,1000,42000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
44,360.5,270.6,89.9,17402.2,,,,,,,,,0.7608,1.921141,1.361858,0.559283,,,,1000,43000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
45,384.6,294.4,90.2,17786.8,,,,,,,,,0.7627,1.918702,1.361229,0.557473,,,,1000,44000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
46,373.7,283.8,89.9,18160.5,,,,,,,,,0.7666,1.909819,1.359446,0.550373,,,,1000,45000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
47,315.6,225.6,90.0,18476.1,,,,,,,,,0.7694,1.904130,1.358886,0.545244,,,,1000,46000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
48,367.3,277.4,89.9,18843.4,,,,,,,,,0.7720,1.893208,1.353851,0.539357,,,,1000,47000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
49,435.5,345.8,89.7,19278.9,,,,,,,,,0.7738,1.892074,1.356330,0.535744,,,,1000,48000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
50,352.2,262.3,89.9,19631.1,,,,,,,,,0.7766,1.886698,1.354491,0.532207,,,,1000,49000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
51,440.7,350.8,89.9,20071.8,,,,,,,,,0.7779,1.872176,1.344530,0.527646,,,,1000,50000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
52,449.9,360.0,89.9,20521.7,,,,,,,,,0.7801,1.867986,1.342641,0.525345,,,,1000,51000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
53,459.2,369.2,90.0,20980.9,,,,,,,,,0.7822,1.866465,1.346025,0.520439,,,,1000,52000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
54,479.9,390.0,89.9,21460.8,,,,,,,,,0.7853,1.860409,1.345250,0.515160,,,,1000,53000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
55,499.7,409.7,90.0,21960.5,,,,,,,,,0.7887,1.850936,1.341950,0.508987,,,,1000,54000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
56,501.8,411.1,90.7,22462.3,,,,,,,,,0.7909,1.847861,1.342636,0.505225,,,,1000,55000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
57,540.6,450.6,90.0,23002.9,,,,,,,,,0.7950,1.838352,1.338969,0.499383,,,,1000,56000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
58,391.4,301.3,90.1,23394.3,,,,,,,,,0.7984,1.810367,1.320734,0.489633,,,,1000,57000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
59,698.4,608.0,90.4,24092.7,,,,,,,,,0.8025,1.767386,1.293782,0.473604,,,,1000,58000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
60,700.3,609.4,90.9,24793.0,,,,,,,,,0.8035,1.741183,1.270886,0.470297,,,,1000,59000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
61,379.6,288.5,91.1,25172.6,,,,,,,,,0.8109,1.706505,1.247711,0.458794,,,,1000,60000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
62,391.4,300.4,91.0,25564.0,,,,,,,,,0.8164,1.674179,1.224361,0.449818,,,,1000,61000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
63,503.4,412.5,90.9,26067.4,,,,,,,,,0.8191,1.666741,1.221210,0.445531,,,,1000,62000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
64,572.5,481.8,90.7,26639.9,,,,,,,,,0.8213,1.662515,1.218845,0.443671,,,,1000,63000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
65,409.1,318.3,90.8,27049.0,,,,,,,,,0.8254,1.644430,1.207884,0.436547,,,,1000,64000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
66,411.7,320.9,90.8,27460.7,,,,,,,,,0.8281,1.635702,1.204286,0.431417,,,,1000,65000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
67,486.8,396.4,90.4,27947.5,,,,,,,,,0.8299,1.627769,1.198941,0.428828,,,,1000,66000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
68,420.3,325.8,94.5,28367.8,,,,,,,,,0.8319,1.623333,1.196864,0.426469,,,,1000,67000,2.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0002,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
69,414.2,321.7,92.5,28782.0,,,,,,,,,0.8229,1.649625,1.200742,0.448883,,,,1000,68000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
70,392.6,301.3,91.3,29174.6,,,,,,,,,0.8227,1.647111,1.197138,0.449973,,,,1000,69000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
71,400.0,309.1,90.9,29574.6,,,,,,,,,0.8248,1.637165,1.190516,0.446649,,,,1000,70000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
72,395.0,304.0,91.0,29969.6,,,,,,,,,0.8273,1.620886,1.178180,0.442706,,,,1000,71000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
73,437.5,346.0,91.5,30407.1,,,,,,,,,0.8325,1.586561,1.156543,0.430018,,,,1000,72000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
74,539.9,448.1,91.8,30947.0,,,,,,,,,0.8338,1.579045,1.150128,0.428918,,,,1000,73000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
75,385.7,293.7,92.0,31332.7,,,,,,,,,0.8363,1.565228,1.141507,0.423722,,,,1000,74000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
